ENCSR890DWH	ENCFF615ZFR	ENCFF458WHN	Homo sapiens psoas muscle tissue female adult (41 years)
ENCSR899YEP	ENCFF308AVB	ENCFF676UJV	Homo sapiens heart left ventricle tissue male adult (61 years)
ENCSR901IEQ	ENCFF362ACP	ENCFF292DTL	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 4 hours
ENCSR902CFR	ENCFF637TQK	ENCFF372XDM	Homo sapiens GM21423
ENCSR903WVU	ENCFF839DEM	ENCFF527HBZ	Homo sapiens naive B cell male adult (40 years)
ENCSR904UKR	ENCFF515SJI	ENCFF646ZGY	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 6 hours
ENCSR905PWV	ENCFF095HRI	ENCFF171ZOI	Homo sapiens HG02610
ENCSR913OWV	ENCFF201ZDJ	ENCFF347SHR	Homo sapiens from a donor with amyotrophic lateral sclerosis; motor neuron
ENCSR915MTG	ENCFF980APH	ENCFF566VPO	Homo sapiens activated CD8-positive, alpha-beta memory T cell nuclear fraction male adult (30 years) treated with anti-CD3 and anti-CD28 coated beads for 7 days, 10 ng/mL Interleukin-2 for 5 days
ENCSR917WJS	ENCFF983UBQ	ENCFF980AMP	Homo sapiens GM18909
ENCSR918TVE	ENCFF707EUL	ENCFF323APR	Homo sapiens pancreas tissue female adult (47 years)
ENCSR920FQJ	ENCFF388ZHA	ENCFF221CEP	Homo sapiens HG02938
ENCSR923VTG	ENCFF189LZA	ENCFF538SJJ	Homo sapiens lower lobe of right lung tissue male adult (60 years)
ENCSR924SDV	ENCFF717TCQ	ENCFF178BCK	Homo sapiens GM18498
ENCSR925LGW	ENCFF947DKR	ENCFF870BZD	Homo sapiens heart left ventricle tissue female adult (59 years)
ENCSR926GDT	ENCFF729DET	ENCFF943JEC	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 4 hours
ENCSR926TFY	ENCFF368UYH	ENCFF958OAB	Homo sapiens dendritic cell treated with 100 ng/mL lipopolysaccharide for 4 hours
ENCSR934AWQ	ENCFF628SES	ENCFF146GWV	Homo sapiens T-cell male adult (38 years)
ENCSR940YDN	ENCFF143WNQ	ENCFF766IFY	Homo sapiens HG03159
ENCSR946MAI	ENCFF199BCX	ENCFF456PFX	Homo sapiens left ventricle myocardium inferior tissue male adult (60 years)
ENCSR948MQC	ENCFF901RIY	ENCFF634JAM	Homo sapiens lower lobe of right lung tissue female adult (65 years)
ENCSR952SPO	ENCFF385DEZ	ENCFF469MOB	Homo sapiens right lobe of liver tissue female child (16 years)
ENCSR954BDA	ENCFF425ZPR	ENCFF607UBE	Homo sapiens GM21529
ENCSR956DNB	ENCFF842UZU	ENCFF798GCW	Homo sapiens K562
ENCSR960KGO	ENCFF610VJM	ENCFF186BYJ	Homo sapiens GM21515
ENCSR962ITF	ENCFF876EEH	ENCFF942LRJ	Homo sapiens HG03108
ENCSR970UNF	ENCFF081FUV	ENCFF641HAD	Homo sapiens colonic mucosa tissue female adult (41 years)
ENCSR977LVI	ENCFF273DGN	ENCFF814ZWG	Homo sapiens T-cell female adult (21 years)
ENCSR983HXF	ENCFF792EFB	ENCFF133HQE	Homo sapiens activated naive CD8-positive, alpha-beta T cell nuclear fraction male adult (30 years) treated with anti-CD3 and anti-CD28 coated beads for 7 days, 10 ng/mL Interleukin-2 for 5 days
ENCSR990NNX	ENCFF906HOT	ENCFF138FYP	Homo sapiens upper lobe of right lung tissue male adult (60 years)
ENCSR991PBP	ENCFF418SHH	ENCFF858UDC	Homo sapiens activated CD4-positive, alpha-beta T cell male adult (20 years) treated with anti-CD3 and anti-CD28 coated beads for 36 hours
ENCSR993XED	ENCFF025DBX	ENCFF396WBB	Homo sapiens activated T-cell male adult (38 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours
ENCSR996ZCR	ENCFF380AEO	ENCFF830ZZA	Homo sapiens ovary tissue female adult (46 years)
